district,school,schtype,adminyear,bookletnumber,sasid,grade,stugrade,lastname,firstname,mi,gender,race_off,dob,yrsinmass,yrsinmass_num,yrsinsch,yrsindis,ever_ell,highneeds,freelunch_off,title1_off,lep_off,lepflep_off,flep_off,sped_off,plan504_off,firstlanguage,natureofdis,levelofneed,spedplacement,nclb_choice,octenr,conenr_sch,conenr_dis,conenr_sta,access_part,ealt,ecomplexity,eteststat,wptopdev,wpcompconv,eitem1,eitem2,eitem3,eitem4,eitem5,eitem6,eitem7,eitem8,eitem9,eitem10,eitem11,eitem12,eitem13,eitem14,eitem15,eitem16,eitem17,eitem18,eitem19,eitem20,eitem21,eitem22,eitem23,eitem24,eitem25,eitem26,eitem27,eitem28,eitem29,eitem30,eitem31,eitem32,eitem33,eitem34,eitem35,eitem36,eitem37,eitem38,eitem39,eitem40,eitem41,eitem42,erawsc,emcpts,eorpts,escaleds,eperflev,eperf2,ecpi,enumin,eassess,esgp,amendela,malt,mcomplexity,mteststat,mitem1,mitem2,mitem3,mitem4,mitem5,mitem6,mitem7,mitem8,mitem9,mitem10,mitem11,mitem12,mitem13,mitem14,mitem15,mitem16,mitem17,mitem18,mitem19,mitem20,mitem21,mitem22,mitem23,mitem24,mitem25,mitem26,mitem27,mitem28,mitem29,mitem30,mitem31,mitem32,mitem33,mitem34,mitem35,mitem36,mitem37,mitem38,mitem39,mitem40,mitem41,mitem42,mrawsc,mmcpts,morpts,mscaleds,mperflev,mperf2,mcpi,mnumin,massess,msgp,amendmat,salt,scomplexity,steststat,scitry,sitem1,sitem2,sitem3,sitem4,sitem5,sitem6,sitem7,sitem8,sitem9,sitem10,sitem11,sitem12,sitem13,sitem14,sitem15,sitem16,sitem17,sitem18,sitem19,sitem20,sitem21,sitem22,sitem23,sitem24,sitem25,sitem26,sitem27,sitem28,sitem29,sitem30,sitem31,sitem32,sitem33,sitem34,sitem35,sitem36,sitem37,sitem38,sitem39,sitem40,sitem41,sitem42,sitem43,sitem44,sitem45,srawsc,smcpts,sorpts,sscaleds,sperflev,sperf2,scpi,snumin,sassess,amendsci,ela_cd,math_cd,sci_cd,accom_l,accom_c,accom_m,accom_s,accom26l,accom29c,accom30m,datachanged,mcasrowid,grade2010,grade2011,grade2012,escaleds2010,escaleds2011,escaleds2012,mscaleds2010,mscaleds2011,mscaleds2012,esgp2010,esgp2011,esgp2012,msgp2010,msgp2011,msgp2012,summarize
DistrictX,415,MS,2013,653954727,1353436,7,7,Smith,John,S,M,W,8/14/00,5+,8,2,8,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,6,6,+,+,+,+,+,+,+,3,+,+,+,+,+,2,+,+,+,-,+,+,+,-,3,-,+,+,+,+,+,+,-,+,+,3,-,+,-,-,+,+, , ,52,29,23,246,P,P,100,1,1,47, , , ,T,+,A,+,B,+,1,4,+,+,+,+,C,+,+,1,C,B,1,+,+,2,+,+,+,+,-,1,+,+,1,3,+,+,+,+,-,-,+,1,3,+,+,42,24,18,248,P,P,100,1,1,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,244,252,240,254,262,242,44,63,4,96,83,5,1
DistrictX,415,MS,2013,700550246,1644338,7,7,Smith,John,P,M,W,11/15/99,5+,8,2,8,0,0,0,0,0,0,0,0,1,267,8,1,1, ,1, , , , , , ,T,6,6,C,+,B,+,B,B,+,2,+,+,+,+,+,2,-,-,-,+,+,-,+,-,2,+,+,+,+,+,+,-,+,+,+,3,-,+,+,-,+,-, , ,44,23,21,238,NI,NI,75,1,1,22, , , ,T,A,+,B,+,D,1,2,C,B,+,B,C,+,+,1,+,+,1,+,+, ,-,+,-,-,-,1,-,+,0,2,+,-,+,+,-,+,+,1,2,+,+,29,18,11,224,NI,NI,50,1,1,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , , , ,0,1.31E+14,4,5,6,232,238,242,234,228,242,53,54,67,15,7,70,1
DistrictX,415,MS,2013,699126009,1776510,7,7,Smith,John,J,M,W,1/6/00,5+,8,2,3,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,6,6,B,D,+,D,+,+,+,2,+,+,+,+,A,1,+,+,+,+,-,-,+,-,2,+,+,+,+,+,+,+,+,-,+,2,+,+,+,-,+,+, , ,46,27,19,240,P,P,100,1,1,34, , , ,T,+,+,C,+,C,1,2,C,B,+,+,B,A,B,0,A,B,1,+,+,0,+,+,+,-,-,1,+,+,0,2,+,-,+,-,-,+,-,1,1,-,-,24,15,9,218,W,W,25,1,1,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,228,240,242,240,220,226,14,56,61,95,10,45,1
DistrictX,415,MS,2013,407674286,1637312,7,7,Smith,John,M,F,W,3/30/00,5+,8,2,5,0,1,1,0,0,0,0,1,0,267,3,2,10, ,1, , , , , , ,T,7,7,B,D,+,+,+,B,A,3,+,+,+,B,C,3,+,+,+,+,+,+,+, ,3,+,+,+,-,+,+,+,+,+,+,2,-,-,-,+,+,-, , ,49,24,25,242,P,P,100,1,1,36, , , ,T,+,D,C,D,+,1,3,+,B,D,+,+,A,A,1,C,B,1,+,+,1,-,-,-,-,-,1,+,+,1,1,+,+,+,+,-,-,-,1,3,+,-,28,14,14,222,NI,NI,50,1,1,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,230,234,248,232,242,242,41,38,96,33,69,52,1
DistrictX,415,MS,2013,788424342,1595430,7,7,Smith,John,G,F,H,8/10/00,5+,8,2,8,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,8,8,+,D,+,+,+,+,+,4,+,+,+,+,+,3,+,+,+,+,+,+,+,+,3,+,+,-,+,+,+,+,+,+,+,3,+,+,+,+,+,+, , ,63,34,29,262,A,A,100,1,1,96, , , ,T,+,+,+,+,+,1,4,+,+,A,+,+,B,+,1,+,+,1,+,+,3,+,+,+,+,-,1,+,+,1,4,+,+,+,+,+,+,+,1,3,+,+,49,29,20,262,A,A,100,1,1,92, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,236,248,254,252,252,252,9,57,84,80,39,47,1
DistrictX,415,MS,2013,672761507,1764054,7,7,Smith,John,P,F,W,12/7/99,5+,8,2,8,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,8,8,B,+,D,+,+,B,+,3,+,+,B,+,+,2,+,-,-,-,+,-,+,+,3,+,+,+,-,+,-,+,+,-,+,3,+,+,+,+,+,-, , ,51,24,27,244,P,P,100,1,1,21, , , ,T,+,+,+,+,D,1,3,+,B,+,+,+,+,+,0,B,B,1,+,+,3,+,+,-,-,-,1,-,+,1,2,+,+,+,+,+,-,-,1,3,+,+,38,22,16,240,P,P,100,1,1,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,230,244,256,252,254,250,5,55,96,80,46,35,1
DistrictX,415,MS,2013,515432433,1119418,7,7,Smith,John,A,F,W,4/13/99,5+,9,3,3,0,1,0,0,0,0,0,1,0,267,7,2,20, ,1, , , , , , ,T,8,8,+,+,+,D,+,+,+,2,+,+,+,+,+,4,+,+,+,+,+,+,+,+,3,+,+,+,+,+,+,+,-,+,+,3,+,+,+,+,+,+, , ,62,34,28,260,A,A,100,1,1, , , , ,T,+,+,B,B,+,1,2,C,C,A,+,+,+,B,0,+,B,1,A,+,0,-,+,-,-,-,1,-,+,0,1,+,+,+,+,-,-,+,1,3,+,-,26,16,10,220,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , , , ,0,1.31E+14,5,6,7, , , , , , , , , , , , ,1
DistrictX,415,MS,2013,455046727,1094030,7,7,Smith,John,A,F,A,2/13/00,5+,8,2,8,0,0,0,0,0,0,0,0,0,770, , ,0, ,1, , , , , , ,T,8,8,+,+,+,+,+,B,+,3,+,+,+,+,+,3,-,+,-,+,+,+,+,+,3,+,+,+,+,+,+,+,+,+,+,3,+,+,+,+,+,-, , ,60,32,28,256,P,P,100,1,1,38, , , ,T,+,+,+,+,C,1,3,+,B,+,+,C,A,B,0,C,+,1,+,+,4,+,+,-,-,-,1,-,+,0,1,+,-,+,+,-,+,+,1,3,+,+,35,20,15,236,NI,NI,75,1,1,89, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,250,260,264,226,220,230,90,92,93,26,22,70,1
DistrictX,415,MS,2013,569170603,1509636,7,7,Smith,John,R,F,W,5/1/00,5+,8,2,8,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,7,7,B,+,+,+,+,+,+,3,+,+,+,B,+,3,+,+,+,+,+,+,+,+,3,+,+,+,+,+,+,+,+,+,+,4,+,+,-,+,+,+, , ,60,33,27,256,P,P,100,1,1,18, , , ,T,+,+,+,+,+,1,4,+,B,+,+,+,+,+,0,C,+,1,+,+,3,+,+,-,-,-,1,-,+,1,4,+,+,+,+,-,+,-,1,3,+,+,43,24,19,250,P,P,100,1,1,68, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,260,254,278,254,248,248,88,36,99,86,25,32,1
DistrictX,415,MS,2013,491864961,1387202,7,7,Smith,John,A,F,W,1/17/00,5+,8,2,8,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,7,7,+,+,+,+,+,+,+,3,+,+,+,+,+,2,+,+,+,+,+,+,+,+,3,+,+,+,+,+,+,+,+,+,+,3,+,+,+,+,-,+, , ,60,35,25,256,P,P,100,1,1,72, , , ,T,+,+,D,+,+,1,4,+,B,+,+,+,A,+,1,C,+,1,+,+,3,+,+,+,+,-,1,-,+,0,4,+,+,+,+,+,+,+,1,3,+,+,45,26,19,254,P,P,100,1,1,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,238,274,248,242,246,262,10,99,10,40,33,95,1
DistrictX,415,MS,2013,434560706,1965745,7,7,Smith,John,L,M,W,8/23/99,5+,8,2,8,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,7,7,+,+,+,+,+,+,+,2,+,C,B,+,+,3,+,+,+,+,+,+,+,+,3,+,+,+,+,+,+,+,+,+,+,3,+,+,-,+,+,+, , ,58,33,25,252,P,P,100,1,1,32, , , ,T,+,+,+,+,+,1,4,+,+,+,+,+,A,+,1,+,+,1,+,+,3,+,+,+,+,+,0,+,+,1,4,+,+,+,+,-,+,+,1,3,+,+,49,30,19,262,A,A,100,1,1,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,250,270,254,242,264,270,30,93,18,32,96,91,1
DistrictX,415,MS,2013,707664330,1849220,7,7,Smith,John,M,M,W,5/15/00,5+,5,2,5,0,1,0,0,0,0,0,1,0,267,8,3,10, ,1, , , , , , ,T,7,7,B,D,+,+,+,+,+,4,+,+,+,+,+,3,+,-,-,-,+,+,+,+,3,+,+,+,+,+,+,+,-,+,+,3,-,+,+,-,+,+, , ,55,28,27,250,P,P,100,1,1,94, , , ,T,+,+,C,+,D,1,2,+,B,+,+,B,A,B,1,B,B,1,+,+,0,+,-,-,-,-,1,-,-,1,1,+,+,+,-,-,+,-,1,3,+,+,27,15,12,220,NI,NI,50,1,1,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , , , ,0,1.31E+14,4,5,6,216,238,242,228,246,228,1,81,77,8,81,9,1
DistrictX,415,MS,2013,678644750,1587119,7,7,Smith,John,M,F,W,3/13/00,5+,8,2,8,0,1,0,0,0,0,0,1,0,267,8,1,10, ,1, , , , , , ,T,7,7,B,C,D,B,+,B,C,3,+,+,D,B,C,2,+,+,+,-,+,+,-,-,2,-,+,-,+,+,+,+,-,-,+,3,+,+,-,+,-,-, , ,41,17,24,232,NI,NI,75,1,1,65, , , ,T,+,D,+,+,C,1,1,B,B,+,B,+,+,B,0,C,+,0,+,B,0,-,-,+,-,-,0,+,+,0,0,-,-,-,-,+,-,-,1,1,+,+,18,14,4,216,W,W,25,1,1,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , , , ,0,1.31E+14,4,5,6,216,218,230,218,216,230,18,38,91,53,32,95,1
DistrictX,415,MS,2013,745518477,1177573,7,7,Smith,John,S,F,W,9/9/00,2,2,2,2,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,10,8,+,+,+,+,+,+,+,4,+,+,+,+,A,4,+,+,+,+,+,+,+,+,4,+,+,+,+,+,+,+,+,+,+,3,+,+,+,+,+,+, , ,68,35,33,278,A,A,100,1,1,99, , , ,T,+,+,+,+,+,1,4,+,B,+,+,+,+,+,1,C,+,1,+,+,4,+,+,+,-,-,1,-,+,1,3,+,+,+,+,-,+,+,1,3,+,+,46,26,20,256,P,P,100,1,1,46, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14, , ,6, , ,254, , ,262, , , , , , ,1
DistrictX,415,MS,2013,434260419,1178504,7,7,Smith,John,M,F,W,8/20/99,5+,8,2,4,0,1,1,0,0,0,0,1,0,267,5,2,20, ,1, , , , , , ,T,6,6,A,+,D,B,+,B,+,3,+,+,+,+,C,2,+,+,+,+,+,+,+,-,3,-,+,+,+,+,+,+,+,+,+,2,+,+,-,+,+,+, , ,50,28,22,244,P,P,100,1,1,48, , , ,T,+,D,+,D,+,1,4,+,C,D,+,C,A,+,0,C,B,1,B,+,3,-,-,+,-,-,1,+,+,1,2,+,+,-,+,-,-,+,1,1,+,-,30,15,15,226,NI,NI,50,1,1,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , , , ,0,1.31E+14,4,5,6,232,240,244,228,238,234,67,76,76,41,77,39,1
DistrictX,415,MS,2013,633388169,1946020,7,7,Smith,John,R,M,H,8/4/00,5+,8,2,8,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,7,7,+,+,+,+,+,+,+,3,+,+,+,B,+,4,+,+,+,+,+,+,+,-,3,+,+,+,+,+,+,+,+,+,+,2,+,+,+,-,+,+, , ,59,33,26,254,P,P,100,1,1,79, , , ,T,+,+,D,D,C,1,3,+,B,+,+,C,+,D,1,C,B,0,+,+,1,+,+,-,-,-,1,+,+,1,3,+,+,+,+,-,+,-,1,3,+,-,33,18,15,232,NI,NI,75,1,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,252,252,246,252,254,248,66,43,12,80,46,28,1
DistrictX,415,MS,2013,419694309,1734736,7,7,Smith,John,R,F,W,5/9/00,5+,8,2,8,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,10,8,+,+,+,+,+,+,+,3,+,+,+,+,+,3,+,+,+,+,+,+,+,+,3,+,+,+,+,+,+,+,+,+,+,3,+,+,+,-,+,+, , ,65,35,30,268,A,A,100,1,1,67, , , ,T,+,+,+,+,+,1,4,+,B,+,+,B,A,+,0,C,B,1,+,+,4,+,+,+,-,-,1,-,+,1,4,+,+,+,+,+,+,+,1,4,+,+,45,24,21,254,P,P,100,1,1,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,262,278,264,262,264,262,66,94,37,82,64,31,1
DistrictX,415,MS,2013,691266847,1159502,7,7,Smith,John,S,M,H,8/1/00,5+,8,2,8,0,0,0,0,0,0,0,0,0,7, , ,0, ,1, , , , , , ,T,6,6,B,C,+,B,+,B,+,3,+,+,+,+,+,2,+,+,+,+,-,+,+,+,3,-,+,+,-,+,+,+,+,+,+,3,+,+,+,+,+,+, , ,52,29,23,246,P,P,100,1,1,45, , , ,T,A,+,+,D,B,1,4,+,B,+,+,+,A,+,1,B,B,1,+,+,1,-,+,-,-,+,1,+,-,1,0,+,+,+,+,-,-,+,1,2,+,+,32,19,13,230,NI,NI,75,1,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,242,236,248,230,238,258,39,7,81,17,54,96,1
DistrictX,415,MS,2013,551240252,1251434,7,7,Smith,John,C,F,H,5/31/00,5+,8,2,8,0,1,0,0,0,0,0,1,1,7,6,2,20, ,1, , , , , , ,T,8,8,B,+,+,B,+,D,+,3,+,D,+,+,+,1,+,+,-,-,+,-,-,-,1,-,-,+,+,+,+,+,+,+,-,2,+,-,+,+,+,-, , ,45,22,23,238,NI,NI,75,1,1,5, , , ,T,+,+,D,+,B,0,3,D,C,+,+,+,A,B,0,B,B,0,C,+,1,+,-,+,-,-,1,-,+,0,1,+,+,+,+,-,-,+,1,0,+,-,23,16,7,218,W,W,25,1,1,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,246,246,246,226,218,220,92,59,48,59,25,52,1
DistrictX,415,MS,2013,619431003,1426327,7,7,Smith,John,J,M,M,3/21/00,5+,8,2,6,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,10,8,+,+,+,+,+,B,+,3,+,+,B,C,+,2,+,+,+,+,+,+,+,+,3,+,+,-,+,+,+,+,-,+,+,3,+,+,+,-,+,+, , ,59,30,29,254,P,P,100,1,1,53, , , ,T,+,+,C,B,+,1,3,+,B,+,+,B,+,+,1,A,+,1,+,+,3,+,+,-,-,+,1,+,+,1,3,+,+,+,+,+,+,+,1,3,+,-,42,24,18,248,P,P,100,1,1,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,256,258,252,246,248,254,90,68,37,38,22,63,1
DistrictX,415,MS,2013,792261600,1621310,7,7,Smith,John,W,M,H,1/13/00,5+,8,2,8,1,1,1,0,0,0,0,1,0,7,3,3,20, ,1, , , , , , ,T,4,4,+,B,+,B,+,+,A,2,+,C,B,+,A,2,+,+,-,-,-,-,-,-,2,+,+,-,+,-,-,+,+,+,+,2,-,-,-,+,+,-, , ,33,17,16,222,NI,NI,50,1,1,73, , , ,T,+,+,+,+,D,1,3,C,+,+,+,A,B,+,1,B,B,0,+,B,1,-,-,+,-,-,1,+,-,1,1,+,+,+,+,+,+,-,1,2,+,+,31,19,12,228,NI,NI,50,1,1,88, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , , , ,0,1.31E+14,4,5,6,218,206,216,222,218,220,12,1,41,8,22,44,1
DistrictX,415,MS,2013,563107345,1653830,7,7,Smith,John,Y,F,H,4/17/00,5+,8,2,8,1,1,1,0,0,0,0,0,0,7, , ,0, ,1, , , , , , ,T,8,8,B,+,+,+,+,D,+,4,+,+,B,+,+,3,+,+,+,-,+,+,+,-,2,+,+,+,+,+,+,-,+,+,-,3,+,-,-,+,+,+, , ,55,27,28,250,P,P,100,1,1,35, , , ,T,+,D,C,D,B,1,3,+,B,D,+,+,+,+,0,C,C,1,+,+,0,+,+,-,+,-,1,+,+,1,3,+,+,+,+,-,+,+,1,3,+,-,34,20,14,234,NI,NI,75,1,1,73, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,238,250,256,232,228,232,63,88,94,39,31,42,1
DistrictX,415,MS,2013,776420825,1963281,7,7,Smith,John,R,F,H,5/11/00,5+,8,1,8,0,1,1,0,0,0,0,0,0,7, , ,0, ,1, , , , , , ,T,9,8,+,+,+,+,+,+,+,3,+,+,+,+,+,3,+,+,+,+,+,+,+,+,3,+,+,+,-,+,+,+,+,+,+,3,+,+,+,+,+,-, , ,63,34,29,262,A,A,100,1,1,84, , , ,T,+,+,+,+,C,1,4,+,B,+,+,+,A,+,1,C,B,1,+,+,0,+,+,-,-,-,1,-,+,0,3,+,+,+,+,-,-,-,1,4,+,+,36,20,16,238,NI,NI,75,1,1,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,246,248,264,234,238,248,87,62,99,28,36,77,1
DistrictX,415,MS,2013,457535330,1659830,7,7,Smith,John,A,F,H,2/4/00,5+,8,1,1,1,1,0,0,0,0,0,1,0,267,8,4,40, ,1, , , , , , ,T,8,6,B,D,+,B,C,D,+,2,+,A,B,+,C,3,-,+,+,-,+,+,+,-,2,-,+,-,+,+,+,+,+,+,+,1,-,-,-,-,+,+, , ,41,19,22,232,NI,NI,75,1,1,47, , , ,T,+,+,D,+,C,0,0,C,A,C,+,A,A,B,1,+,C,0,+,C,0,-,-,-,-,-,1,+,+,0,1,+,+,+,-,-,-,-,1,1,-,+,17,12,5,216,W,W,25,1,1,73, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , , , ,0,1.31E+14,4,5,6,232,222,226,216,214,212,79,12,43,14,29,24,1
DistrictX,415,MS,2013,583382268,1468091,7,7,Smith,John,O,M,H,9/23/99,5+,8,2,8,0,1,1,0,0,0,0,1,0,7,12,1,10, ,1, , , , , , ,T,6,6,+,D,+,B,+,+,+,3,+,+,+,+,+,2,+,+,+,-,+,+,+,+,3,+,-,-,+,-,+,-,-,-,+,3,+,-,-,+,+,-, , ,47,24,23,240,P,P,100,1,1,67, , , ,T,+,+,B,D,C,1,3,+,B,A,+,C,+,+,0,A,B,1,+,B,0,+,+,-,-,-,1,-,-,0,3,+,+,+,+,+,+,-,0,3,+,-,28,16,12,222,NI,NI,50,1,1,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , , , ,0,1.31E+14,4,5,6,218,232,236,224,230,238,21,83,77,26,66,75,1
DistrictX,415,MS,2013,708215480,1919540,7,7,Smith,John,A,F,B,6/13/00,5+,8,2,4,0,1,1,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,8,7,B,B,+,B,+,C,+,3,+,+,B,B,+,3,+,+,+,+,+,+,+,+,3,-,+,+,+,+,+,+,-,+,-,3,-,-,-,+,+,-, , ,50,23,27,244,P,P,100,1,1,98, , , ,T,+,A,+,+,+,1,0,C,B,D,B,+,+,B,1,C,B,1,+,+,3,+,+,-,-,-,1,+,+,0,2,+,+,+,+,+,-,+,1,2,+,+,32,20,12,230,NI,NI,75,1,1,49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,224,216,222,226,218,246,82,10,70,88,29,99,1
DistrictX,415,MS,2013,634393643,1984394,7,7,Smith,John, ,M,H,11/20/99,5+,8,2,8,0,1,1,0,0,0,0,0,1,267, , ,0, ,1, , , , , , ,T,7,7,B,+,+,B,+,+,+,3,+,C,B,+,+,2,+,+,+,+,+,-,+,+,3,-,+,-,+,+,-,+,+,-,+,2,+,+,+,+,-,-, , ,49,25,24,242,P,P,100,1,1,92, , , ,T,+,+,+,D,C,1,2,+,B,D,+,A,A,+,1,B,B,0,+,+,2,-,+,-,-,-,1,-,+,1,1,+,+,+,+,-,-,-,1,3,+,+,29,16,13,224,NI,NI,50,1,1,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,0,1.31E+14,4,5,6,216,224,228,232,230,242,5,57,69,39,36,75,1
DistrictX,415,MS,2013,624460508,1005395,7,7,Smith,John,M,F,A,10/20/00,5+,7,2,7,0,0,0,0,0,0,0,0,0,267, , ,0, ,1, , , , , , ,T,8,8,+,+,+,+,+,D,+,3,+,+,+,+,+,3,+,+,+,-,+,+,+,+,3,+,+,+,+,+,+,-,-,+,+,3,+,+,+,+,+,+, , ,60,32,28,256,P,P,100,1,1,38, , , ,T,+,+,+,+,+,1,4,+,+,+,+,+,+,+,1,+,+,1,+,+,4,+,+,+,+,+,1,+,+,1,4,+,+,+,+,+,+,+,1,4,+,+,54,32,22,280,A,A,100,1,1,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,4,5,6,256,260,262,264,270,264,95,83,80,88,82,37,1
DistrictX,415,MS,2013,452115182,1431644,7,7,Smith,John,A,F,W,9/3/99,1,1,1,1,0,0,0,0,0,0,0,0,1,267, , ,0, ,1, , , , , , ,T,8,8,+,D,+,+,+,+,+,4,+,+,+,+,+,3,+,+,+,+,+,+,+,+,3,-,-,+,+,+,+,+,+,+,+,4,+,+,+,-,+,+, , ,62,32,30,260,A,A,100,1,1, , , , ,T,+,+,C,+,+,1,3,+,B,+,+,+,+,+,0,+,+,1,+,+, ,+,+,-,+,-,1,+,+,1,4,+,+,+,-,-,+,+,1,3,+,+,41,26,15,246,P,P,100,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14, , , , , , , , , , , , , , , ,1
DistrictX,415,MS,2013,437846579,1563990,7,7,Smith,John,G,F,H,12/11/98,5+,9,3,9,1,1,1,0,0,0,0,0,0,7, , ,0, ,1, , , , , , ,T,6,7,C,D,+,+,+,B,+,3,C,D,B,+,C,3,+,+,-,+,+,+,+,-,2,+,+,-,+,+,+,+,+,+,+,3,+,-,-,+,+,-, , ,47,23,24,240,P,P,100,1,1, , , , ,T,+,+,+,+,C,1,1,B,B,+,B,A, ,+,1,B,B,1,+,+,3,+,-,-,-,-,1,-,+,0, ,+,+,+,+,-,+,+,0,2,+,-,27,17,10,220,NI,NI,50,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1.31E+14,5,6,7, , , , , , , , , , , , ,1
